,Project,Month Year,Minutes Saved,Business Case,Total Time Saved (hrs),Tracking Cadence,Tracking Cadence-1,Event Count,Effort,Manual Time (mins),Dev Cost (mins)
922,Mail Alias,6/1/2020,632.0,Automated provisioning of a mail alias (if available) as requested via ServiceNow webform,188.13,Monthly,Monthly,79.0,Mail Alias,8.0,
923,LDAP-Rover Syncs,4/1/2021,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
924,Autolist KB Daily Update,6/1/2021,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
925,LDAP Service Group,8/1/2021,0.0,Deprecated form/workflow; See J19 - Tableau ServiceGroups values,0,Monthly,,0.0,,0.0,
926,Tableau LDAP,2/1/2021,5800.0,Creates and permissions Tableau users upon request,1475,Monthly,Monthly,725.0,Tableau LDAP,8.0,0
927,LDAP-Rover Syncs,1/1/2020,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
928,RHEL 8 Deployment,2/1/2020,540.0,Automated the deployment of RHEL 8 upgrades for all GES Engineers,49.5,Monthly,,0.0,,0.0,
929,Support Chat Notification Bot,1/1/2021,156.5,Notifies Support in Google Hangouts Chat that a Support Chat customer is waiting,32.33,Weekly,Weekly,313.0,Support Chat Notification Bot,0.5,0
930,LDAP lookup module,5/1/2020,0.0,Reusable code for automation toolbelt - adds ability to query LDAP source data.,0,Monthly,,0.0,,0.0,
931,Rehire Associate Check,9/1/2021,84.0,Identifies re-hired associates; reactivates BlueJeans accounts to avoid manually reacting,28.8,daily,daily,7.0,Rehire Associate Check,12.0,1440
932,IT Hire Check,11/1/2021,570.0,Emails IT S&E content to new IT hires,64.5,,Daily,114.0,IT Hire Check,5.0,0
933,Support Chat Notification Bot,10/1/2020,178.5,Notifies Support in Google Hangouts Chat that a Support Chat customer is waiting,32.33,Weekly,Weekly,357.0,Support Chat Notification Bot,0.5,0
934,Tableau API Token Refresher,4/1/2020,28.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,4.0,Tableau API Token Refresher,7.0,3240
935,Email Alias Termination,1/1/2021,1204.0,"Terminates the email alias for departed users not in France, Italy, Germany, or Switzerland",146.33,Monthly,Monthly,0.0,,0.0,
936,GSS Salesforce Account Create,8/1/2020,0.0,"Scripted Account creation for Salesforce accounts (only for GSS eligible cost centers, like CEE)",13.75,Daily,Daily,0.0,GSS Salesforce Account Create,25.0,0
937,Support Chat Notification Bot,7/1/2020,426.0,Notifies Support in Google Hangouts Chat that a Support Chat customer is waiting,32.33,Weekly,Weekly,852.0,Support Chat Notification Bot,0.5,0
938,Rehire Associate Check,5/1/2020,288.0,Identifies re-hired associates; reactivates BlueJeans accounts to avoid manually reacting,28.8,daily,daily,24.0,Rehire Associate Check,12.0,1440
939,NGDC Service Catalog Item,8/1/2020,0.0,NextGen Data Center ServiceNow webform and workflow with RESTful API Ansible Tower call,13,,Daily,0.0,,0.0,
940,LDAP Service Group,12/1/2021,0.0,Deprecated form/workflow; See J19 - Tableau ServiceGroups values,0,Monthly,,0.0,,0.0,
941,Email Alias Termination,7/1/2020,1404.0,"Terminates the email alias for departed users not in France, Italy, Germany, or Switzerland",146.33,Monthly,Monthly,0.0,,0.0,
942,IT Manager Check,12/1/2021,15.0,Emails IT S&E content to new IT Manager hires,5.3,,Daily,3.0,IT Manager Check,5.0,0
943,Google Team Drive,9/1/2021,465.0,Scripted creation of Google Team Drive requests (trequested by ServiceNow webform submission),89.25,Monthly,Monthly,31.0,Google Team Drive,15.0,0
944,LDAP-Rover Syncs,4/1/2020,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
945,MPaaS+ General Support Request,9/1/2020,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ general support/issues,28,,Monthly,0.0,,0.0,
946,RingCentral User Termination,11/1/2020,0.0,Terminates office user in RingCentral telephony platform at associate departure,WIP,TBD,TBD,0.0,,0.0,
947,Windows AD Account Mgmt,5/1/2020,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
948,Support Chat Notification Bot,12/1/2021,115.0,Notifies Support in Google Hangouts Chat that a Support Chat customer is waiting,32.33,Weekly,Weekly,230.0,Support Chat Notification Bot,0.5,0
949,Mail Alias,12/1/2020,440.0,Automated provisioning of a mail alias (if available) as requested via ServiceNow webform,188.13,Monthly,Monthly,55.0,Mail Alias,8.0,
950,LDAP-Rover Syncs,9/1/2020,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
951,Autolist KB Daily Update,4/1/2021,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
952,Tableau ServiceGroups,4/1/2020,1144.0,Applies LDAP servicegroup for BI Data Virt access (for IT-Operations' tickets),161.6,Monthly,Monthly,143.0,Tableau ServiceGroups,8.0,0
953,RingCentral User Termination,4/1/2021,0.0,Terminates office user in RingCentral telephony platform at associate departure,WIP,TBD,TBD,0.0,,0.0,
954,Mailing Lists,12/1/2020,2980.0,Automatically provisions a mailing list as requested via ServiceNow webform,783.67,Monthly,Monthly,149.0,Mailing Lists,20.0,
955,LDAP Service Group,3/1/2021,0.0,Deprecated form/workflow; See J19 - Tableau ServiceGroups values,0,Monthly,,0.0,,0.0,
956,global_wifi,5/1/2020,0.0,"Script created to update global wifi password for all RH offices, every 6 months",0,Monthly,Monthly,0.0,global_wifi,10.0,0
957,Tableau LDAP,5/1/2020,11048.0,Creates and permissions Tableau users upon request,1475,Monthly,Monthly,1381.0,Tableau LDAP,8.0,0
958,NHO Prep Tasks,11/1/2020,0.0,Expedites the preparation phase for GES NHO tasks,WIP,TBD,TBD,0.0,,0.0,
959,Pushmail Ticket Deflection,8/1/2020,56.0,deflection of non-actionable pushmail certificate requests submitted to IT Support triage,19.6,Monthly,Monthly,8.0,Pushmail Ticket Deflection,7.0,0
960,MPaaS+ General Support Request,10/1/2020,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ general support/issues,28,,Monthly,0.0,,0.0,
961,Tableau ServiceGroups,10/1/2021,608.0,Applies LDAP servicegroup for BI Data Virt access (for IT-Operations' tickets),161.6,Monthly,Monthly,76.0,Tableau ServiceGroups,8.0,0
962,Rehire Associate Check,2/1/2020,180.0,Identifies re-hired associates; reactivates BlueJeans accounts to avoid manually reacting,28.8,daily,daily,15.0,Rehire Associate Check,12.0,1440
963,MPaaS+ Migration Support,1/1/2021,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ migrations,6.27,,Monthly,0.0,,0.0,
964,NHO Prep Tasks,7/1/2020,0.0,Expedites the preparation phase for GES NHO tasks,WIP,TBD,TBD,0.0,,0.0,
965,MPaaS+ Migration Support,4/1/2020,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ migrations,6.27,,Monthly,0.0,,0.0,
966,GSS Salesforce Account Create,7/1/2020,0.0,"Scripted Account creation for Salesforce accounts (only for GSS eligible cost centers, like CEE)",13.75,Daily,Daily,0.0,GSS Salesforce Account Create,25.0,0
967,RingCentral User Deployment,2/1/2021,0.0,Deploys new office user to RingCentral telephony platform at associate on-boarding,17.5833,TBD,Monthly,0.0,RingCentral User Deployment,5.0,6660
968,Google Calendar Creation,4/1/2021,0.0,Automation of approved Google Calendar requests via ServiceNow form,WIP,TBD,TBD,0.0,Google Calendar Creation,0.0,
969,ServiceNow Lookup module,4/1/2020,60.0,Ability to automatically pull Service-Now data and interact with Service-now tasks / processes.,16.6,Monthly,,0.0,,0.0,
970,sn_tableau_ldap,4/1/2020,0.0,Fully orchestrated Tableau LDAP requests,1080.8,Monthly,Monthly,0.0,sn_tableau_ldap,7.0,0
971,Bulk Email Alias Deletions,8/1/2020,0.0,Bulk deletion of email aliases for managers with multiple departed reportees,WIP,TBD,TBD,0.0,Bulk Email Alias Deletions,0.0,
972,Email Alias Termination,7/1/2021,216.0,"Terminates the email alias for departed users not in France, Italy, Germany, or Switzerland",146.33,Monthly,Monthly,0.0,,0.0,
973,Rehire Associate Check,3/1/2020,264.0,Identifies re-hired associates; reactivates BlueJeans accounts to avoid manually reacting,28.8,daily,daily,22.0,Rehire Associate Check,12.0,1440
974,Google Alias,2/1/2020,0.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
975,LDAP lookup module,1/1/2020,0.0,Reusable code for automation toolbelt - adds ability to query LDAP source data.,0,Monthly,,0.0,,0.0,
976,Support Chat Notification Bot,11/1/2021,158.5,Notifies Support in Google Hangouts Chat that a Support Chat customer is waiting,32.33,Weekly,Weekly,317.0,Support Chat Notification Bot,0.5,0
977,GSS Salesforce Account Create,7/1/2021,150.0,"Scripted Account creation for Salesforce accounts (only for GSS eligible cost centers, like CEE)",13.75,Daily,Daily,6.0,GSS Salesforce Account Create,25.0,0
978,NHO Prep Tasks,4/1/2021,0.0,Expedites the preparation phase for GES NHO tasks,WIP,TBD,TBD,0.0,,0.0,
979,Autolist KB Daily Update,1/1/2021,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
980,SFDC Account Terminations,9/1/2021,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
981,Rehire Associate Check,10/1/2021,132.0,Identifies re-hired associates; reactivates BlueJeans accounts to avoid manually reacting,28.8,daily,daily,11.0,Rehire Associate Check,12.0,1440
982,LDAP POSIX Group,9/1/2021,3768.0,Provisions a POSIX LDAP account as requested via ServiceNow webform,814,Monthly,Monthly,314.0,LDAP POSIX Group,12.0,
983,Mailing Lists,11/1/2021,3400.0,Automatically provisions a mailing list as requested via ServiceNow webform,783.67,Monthly,Monthly,170.0,Mailing Lists,20.0,
984,ServiceNow Lookup module,12/1/2021,0.0,Ability to automatically pull Service-Now data and interact with Service-now tasks / processes.,16.6,Monthly,,0.0,,0.0,
985,Pushmail Ticket Deflection,4/1/2021,63.0,deflection of non-actionable pushmail certificate requests submitted to IT Support triage,19.6,Monthly,Monthly,9.0,Pushmail Ticket Deflection,7.0,0
986,Tableau API Token Refresher,1/1/2021,35.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,5.0,Tableau API Token Refresher,7.0,3240
987,SFDC Account Terminations,2/1/2021,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
988,Autolist KB Daily Update,10/1/2020,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
989,RingCentral User Termination,1/1/2021,0.0,Terminates office user in RingCentral telephony platform at associate departure,WIP,TBD,TBD,0.0,,0.0,
990,IT Manager Check,9/1/2020,0.0,Emails IT S&E content to new IT Manager hires,5.3,,Daily,0.0,IT Manager Check,5.0,0
991,LDAP POSIX Group,9/1/2020,2328.0,Provisions a POSIX LDAP account as requested via ServiceNow webform,814,Monthly,Monthly,194.0,LDAP POSIX Group,12.0,
992,Rehire Associate Check,10/1/2020,60.0,Identifies re-hired associates; reactivates BlueJeans accounts to avoid manually reacting,28.8,daily,daily,5.0,Rehire Associate Check,12.0,1440
993,RingCentral User Deployment,4/1/2020,0.0,Deploys new office user to RingCentral telephony platform at associate on-boarding,17.5833,TBD,Monthly,0.0,RingCentral User Deployment,5.0,6660
994,DBA - Redshift Account Deployment,11/1/2021,855.0,Automation of database account requests for the AWS Redshift Database,153,Monthly,Monthly,114.0,DBA - Redshift Account Deployment,7.5,0
995,RingCentral User Deployment,12/1/2020,0.0,Deploys new office user to RingCentral telephony platform at associate on-boarding,17.5833,TBD,Monthly,0.0,RingCentral User Deployment,5.0,6660
996,sn_tableau_ldap,9/1/2020,2583.0,Fully orchestrated Tableau LDAP requests,1080.8,Monthly,Monthly,369.0,sn_tableau_ldap,7.0,0
997,LDAP lookup module,10/1/2021,0.0,Reusable code for automation toolbelt - adds ability to query LDAP source data.,0,Monthly,,0.0,,0.0,
998,RHEL 8 Deployment,10/1/2020,0.0,Automated the deployment of RHEL 8 upgrades for all GES Engineers,49.5,Monthly,,0.0,,0.0,
999,MPaaS+ General Support Request,1/1/2020,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ general support/issues,28,,Monthly,0.0,,0.0,
1000,IT Manager Check,12/1/2020,0.0,Emails IT S&E content to new IT Manager hires,5.3,,Daily,0.0,IT Manager Check,5.0,0
1001,ServiceNow Lookup module,12/1/2020,60.0,Ability to automatically pull Service-Now data and interact with Service-now tasks / processes.,16.6,Monthly,,0.0,,0.0,
1002,Support Chat Notification Bot,5/1/2021,204.0,Notifies Support in Google Hangouts Chat that a Support Chat customer is waiting,32.33,Weekly,Weekly,408.0,Support Chat Notification Bot,0.5,0
